Rank,Club,Country,Level,Elo,From,To
1,Milan,ITA,1,1971.47265625,1994-05-19,1994-09-04
2,Juventus,ITA,1,1905.33898926,1994-05-19,1994-09-04
3,Sampdoria,ITA,1,1870.47607422,1994-05-19,1994-09-04
4,Man United,ENG,1,1859.00964355,1994-05-19,1994-08-20
5,Barcelona,ESP,1,1853.53088379,1994-05-19,1994-09-04
6,Lazio,ITA,1,1849.58850098,1994-05-19,1994-09-04
7,Parma,ITA,1,1848.81713867,1994-05-19,1994-09-04
8,Inter,ITA,1,1825.43847656,1994-05-19,1994-09-04
9,Paris SG,FRA,1,1813.22644043,1994-06-03,1994-07-29
10,Roma,ITA,1,1812.75585938,1994-06-03,1994-07-29
11,Porto,POR,1,1807.0880127,1994-06-03,1994-08-05
12,Napoli,ITA,1,1806.91015625,1994-05-19,1994-08-05
13,Marseille,FRA,2,1799.53234863,1994-07-14,1994-07-30
14,Arsenal,ENG,1,1796.94238281,1994-05-30,1994-07-30
15,Lautern,GER,1,1781.70629883,1994-06-03,1994-08-13
16,Bayern,GER,1,1781.29089355,1994-06-03,1994-08-13
17,Benfica,POR,1,1781.26037598,1994-06-03,1994-08-13
18,Cagliari,ITA,1,1779.15588379,1994-05-19,1994-08-23
19,Blackburn,ENG,1,1776.24157715,1994-05-19,1994-08-20
20,Foggia,ITA,1,1773.48852539,1994-05-19,1994-08-23
21,Torino,ITA,1,1771.0838623,1994-05-19,1994-08-23
22,Partizan,SCG,1,1766.99084473,1994-05-23,1994-08-20
23,Depor,ESP,1,1763.67468262,1994-05-19,1994-08-21
24,Genoa,ITA,1,1762.1340332,1994-05-19,1994-08-21
25,Newcastle,ENG,1,1761.42138672,1994-05-19,1994-08-21
26,Leeds,ENG,1,1757.82556152,1994-05-19,1994-08-20
27,Anderlecht,BEL,1,1757.10546875,1994-05-16,1994-08-20
28,Sheffield Weds,ENG,1,1747.75939941,1994-05-23,1994-08-20
29,Karlsruhe,GER,1,1739.15124512,1994-06-06,1994-08-20
30,Dortmund,GER,1,1737.66247559,1994-06-06,1994-08-20
31,Reggiana,ITA,1,1736.69348145,1994-06-06,1994-08-20
32,Cremonese,ITA,1,1736.17883301,1994-06-06,1994-08-20
33,Frankfurt,GER,1,1736.07336426,1994-06-06,1994-08-20
34,Leverkusen,GER,1,1734.53967285,1994-06-06,1994-08-19
35,Ajax,NED,1,1733.41967773,1994-06-06,1994-08-19
36,Stuttgart,GER,1,1728.12426758,1994-06-06,1994-08-19
37,Real Madrid,ESP,1,1727.5736084,1994-06-06,1994-08-19
38,Fiorentina,ITA,1,1725.32678223,1994-07-14,1994-08-19
39,Auxerre,FRA,1,1724.87255859,1994-05-22,1994-07-29
40,Werder,GER,1,1724.62890625,1994-05-22,1994-07-29
41,Wimbledon,ENG,1,1723.29284668,1994-05-22,1994-08-01
42,Udinese,ITA,2,1721.06677246,1994-07-14,1994-08-01
43,Monaco,FRA,1,1718.3927002,1994-05-22,1994-07-29
44,Gladbach,GER,1,1707.84716797,1994-05-15,1994-07-29
45,Piacenza,ITA,2,1699.24536133,1994-07-14,1994-07-28
46,Bordeaux,FRA,1,1697.8157959,1994-05-27,1994-07-28
47,Sporting,POR,1,1693.40661621,1994-07-21,1994-08-01
48,Zaragoza,ESP,1,1690.47192383,1994-07-21,1994-07-23
49,Nantes,FRA,1,1689.92321777,1994-07-21,1994-07-23
50,Brugge,BEL,1,1689.24243164,1994-07-21,1994-07-23
51,Salzburg,AUT,1,1688.4074707,1994-07-21,1994-07-23
52,QPR,ENG,1,1688.35437012,1994-07-21,1994-07-23
53,Crvena Zvezda,SCG,1,1687.17089844,1994-07-21,1994-07-23
54,Spartak Moskva,RUS,1,1686.71557617,1994-07-21,1994-07-23
55,Brescia,ITA,1,1684.38647461,1994-07-14,1994-08-03
56,Liverpool,ENG,1,1684.11206055,1994-06-09,1994-08-03
57,Sparta Praha,CZE,1,1680.68237305,1994-06-16,1994-08-05
58,Atalanta,ITA,2,1679.54699707,1994-07-14,1994-08-20
59,Koeln,GER,1,1674.53588867,1994-05-12,1994-08-20
60,Coventry,ENG,1,1672.02783203,1994-05-09,1994-08-20
61,Norwich,ENG,1,1670.34448242,1994-05-16,1994-08-20
62,Feyenoord,NED,1,1667.62036133,1994-05-19,1994-08-20
63,Chelsea,ENG,1,1666.55578613,1994-05-19,1994-08-20
64,Aston Villa,ENG,1,1666.51330566,1994-05-19,1994-08-20
65,Valencia,ESP,1,1663.84191895,1994-05-22,1994-08-13
66,Sevilla,ESP,1,1661.78967285,1994-05-23,1994-08-10
67,Man City,ENG,1,1659.78808594,1994-05-23,1994-08-10
68,Lens,FRA,1,1656.64929199,1994-05-30,1994-07-29
69,Montpellier,FRA,1,1653.1887207,1994-05-30,1994-07-29
70,Sheffield United,ENG,2,1649.36608887,1994-07-14,1994-08-02
71,Schalke,GER,1,1648.81018066,1994-06-06,1994-08-02
72,West Ham,ENG,1,1647.55358887,1994-06-06,1994-08-02
73,Bari,ITA,1,1647.3392334,1994-07-14,1994-08-02
74,Hamburg,GER,1,1646.55932617,1994-05-19,1994-08-02
75,AEK,GRE,1,1646.40539551,1994-05-19,1994-08-02
76,Bilbao,ESP,1,1645.6060791,1994-05-22,1994-08-05
77,Saint-Etienne,FRA,1,1643.96484375,1994-05-22,1994-07-29
78,Dresden,GER,1,1642.46435547,1994-05-09,1994-07-29
79,Cannes,FRA,1,1642.4317627,1994-05-22,1994-07-29
80,Padova,ITA,1,1638.0135498,1994-07-14,1994-07-29
81,Metz,FRA,1,1637.36828613,1994-06-06,1994-07-29
82,Slovan Bratislava,SLK,0,1634.67578125,1994-06-06,1994-07-29
83,Panathinaikos,GRE,1,1633.18054199,1994-05-09,1994-07-29
84,Lyon,FRA,1,1631.3671875,1994-05-22,1994-07-29
85,Tottenham,ENG,1,1631.32397461,1994-05-22,1994-08-02
86,Freiburg,GER,1,1631.14501953,1994-05-22,1994-08-02
87,Crystal Palace,ENG,1,1628.3190918,1994-07-14,1994-08-05
88,Duisburg,GER,1,1626.33007812,1994-05-09,1994-08-05
89,PSV,NED,1,1625.00549316,1994-05-22,1994-08-05
90,Austria Wien,AUT,1,1624.65979004,1994-06-09,1994-08-02
91,Ascoli,ITA,2,1622.4609375,1994-06-09,1994-08-05
92,Southampton,ENG,1,1621.13623047,1994-06-09,1994-08-05
93,Forest,ENG,1,1620.71008301,1994-07-14,1994-08-05
94,Atletico,ESP,1,1620.11853027,1994-06-06,1994-08-05
95,Pescara,ITA,2,1619.05639648,1994-06-06,1994-08-06
96,Nuernberg,GER,2,1617.44580078,1994-07-14,1994-08-09
97,Steaua,ROM,1,1615.10595703,1994-06-06,1994-08-09
98,Tenerife,ESP,1,1612.46118164,1994-06-06,1994-08-09
99,Everton,ENG,1,1608.97595215,1994-05-31,1994-08-13
100,Olympiakos,GRE,1,1606.25231934,1994-05-31,1994-08-05
None,Oldham,ENG,2,1606.07080078,1994-07-14,1994-08-13
None,Ancona,ITA,2,1605.33862305,1994-06-06,1994-09-04
