Rank,Club,Country,Level,Elo,From,To
1,Milan,ITA,1,1974.1126709,1993-06-07,1993-08-29
2,Inter,ITA,1,1883.60217285,1993-06-07,1993-08-29
3,Juventus,ITA,1,1876.6282959,1993-06-07,1993-08-29
4,Parma,ITA,1,1862.77905273,1993-06-07,1993-08-29
5,Marseille,FRA,1,1859.31652832,1993-06-03,1993-07-24
6,Barcelona,ESP,1,1824.984375,1993-06-21,1993-08-29
7,Sampdoria,ITA,1,1821.10229492,1993-06-14,1993-08-29
8,Lazio,ITA,1,1801.81591797,1993-06-21,1993-08-15
9,Man United,ENG,1,1799.97460938,1993-06-21,1993-08-15
10,Anderlecht,BEL,1,1795.6159668,1993-06-21,1993-08-07
11,Real Madrid,ESP,1,1794.49047852,1993-06-21,1993-08-29
12,Cagliari,ITA,1,1794.16467285,1993-06-07,1993-08-29
13,Roma,ITA,1,1793.96643066,1993-06-07,1993-08-29
14,Napoli,ITA,1,1793.1270752,1993-06-07,1993-08-29
15,Torino,ITA,1,1792.38793945,1993-06-07,1993-08-29
16,Atalanta,ITA,1,1777.74597168,1993-06-21,1993-08-21
17,Porto,POR,1,1770.74926758,1993-06-21,1993-08-07
18,Partizan,SCG,1,1767.28198242,1993-06-21,1993-08-07
19,Paris SG,FRA,1,1766.81005859,1993-06-03,1993-07-24
20,Werder,GER,1,1766.78088379,1993-06-06,1993-07-24
21,Sparta Praha,CZE,1,1758.90441895,1993-07-01,1993-08-14
22,Ajax,NED,1,1756.48657227,1993-06-06,1993-08-14
23,Monaco,FRA,1,1755.3137207,1993-06-07,1993-07-23
24,Fiorentina,ITA,2,1749.3059082,1993-07-02,1993-07-23
25,Foggia,ITA,1,1744.48962402,1993-07-10,1993-07-25
26,Spartak Moskva,RUS,1,1743.97106934,1993-07-22,1993-07-25
27,Genoa,ITA,1,1742.74694824,1993-07-18,1993-08-03
28,Bayern,GER,1,1736.4630127,1993-07-18,1993-08-07
29,Benfica,POR,1,1735.76904297,1993-07-18,1993-08-07
30,Frankfurt,GER,1,1733.43225098,1993-06-06,1993-08-07
31,Rangers,SCO,1,1724.50952148,1993-06-06,1993-08-07
32,Dortmund,GER,1,1719.265625,1993-06-06,1993-07-31
33,Valencia,ESP,1,1718.20947266,1993-06-21,1993-07-31
34,Udinese,ITA,1,1715.17504883,1993-06-21,1993-07-31
35,Auxerre,FRA,1,1713.93896484,1993-06-21,1993-07-24
36,Stuttgart,GER,1,1706.82128906,1993-06-14,1993-07-31
37,Leverkusen,GER,1,1704.03100586,1993-06-07,1993-07-31
38,Brescia,ITA,2,1703.74755859,1993-07-02,1993-07-31
39,Aston Villa,ENG,1,1703.48010254,1993-06-13,1993-07-31
40,Crvena Zvezda,SCG,1,1695.25976562,1993-06-21,1993-07-31
41,Atletico,ESP,1,1693.96716309,1993-06-21,1993-07-24
42,Feyenoord,NED,1,1692.71899414,1993-06-21,1993-07-24
43,Cremonese,ITA,1,1691.34558105,1993-07-02,1993-07-24
44,Bordeaux,FRA,1,1687.61999512,1993-06-20,1993-07-24
45,Lautern,GER,1,1687.49523926,1993-06-20,1993-08-07
46,Karlsruhe,GER,1,1684.66186523,1993-06-20,1993-08-07
47,Depor,ESP,1,1684.26721191,1993-06-20,1993-08-15
48,PSV,NED,1,1684.06542969,1993-06-07,1993-08-15
49,Arsenal,ENG,1,1679.50732422,1993-06-07,1993-08-07
50,QPR,ENG,1,1676.08276367,1993-06-06,1993-08-07
51,Liverpool,ENG,1,1673.29125977,1993-06-07,1993-08-07
52,Blackburn,ENG,1,1665.85314941,1993-06-14,1993-07-31
53,Sheffield Weds,ENG,1,1664.30554199,1993-06-14,1993-07-31
54,Man City,ENG,1,1663.36169434,1993-06-14,1993-07-31
55,Brugge,BEL,1,1662.93127441,1993-06-14,1993-07-23
56,Reggiana,ITA,1,1661.76257324,1993-07-02,1993-07-23
57,Saint-Etienne,FRA,1,1660.61083984,1993-06-06,1993-07-23
58,Gladbach,GER,1,1659.50793457,1993-06-06,1993-07-23
59,Wimbledon,ENG,1,1658.5032959,1993-06-12,1993-07-23
60,Slovan Bratislava,SLK,0,1656.45129395,1993-07-02,1993-07-23
61,Sheffield United,ENG,1,1655.93005371,1993-06-03,1993-07-23
62,Nantes,FRA,1,1655.57580566,1993-06-03,1993-07-23
63,Standard,BEL,1,1653.53625488,1993-05-24,1993-07-24
64,Mechelen,BEL,1,1650.86938477,1993-05-24,1993-07-24
65,Panathinaikos,GRE,1,1649.03881836,1993-06-07,1993-07-24
66,Leeds,ENG,1,1647.66345215,1993-06-07,1993-07-24
67,Piacenza,ITA,1,1647.57336426,1993-07-02,1993-07-24
68,Antwerp,BEL,1,1647.1887207,1993-06-14,1993-07-31
69,Tottenham,ENG,1,1643.00927734,1993-06-14,1993-07-31
70,Lens,FRA,1,1642.92224121,1993-06-14,1993-07-24
71,AEK,GRE,1,1641.51489258,1993-06-07,1993-07-24
72,Koeln,GER,1,1640.8182373,1993-06-07,1993-07-31
73,Padova,ITA,2,1639.83776855,1993-06-14,1993-07-31
74,Vitesse,NED,1,1638.89819336,1993-06-14,1993-07-31
75,Tenerife,ESP,1,1638.41320801,1993-06-21,1993-07-31
76,Schalke,GER,1,1638.05517578,1993-06-21,1993-07-31
77,Lecce,ITA,1,1637.37280273,1993-07-02,1993-08-07
78,Norwich,ENG,1,1636.97106934,1993-06-21,1993-08-07
79,Ascoli,ITA,2,1636.66894531,1993-06-21,1993-08-07
80,Everton,ENG,1,1636.08813477,1993-06-21,1993-08-07
81,Slavia Praha,CZE,1,1633.87329102,1993-07-01,1993-07-31
82,Strasbourg,FRA,1,1632.98510742,1993-06-21,1993-07-24
83,Steaua,ROM,1,1631.68518066,1993-06-21,1993-08-07
84,Hamburg,GER,1,1629.87475586,1993-06-21,1993-08-07
85,Montpellier,FRA,1,1627.69519043,1993-06-21,1993-07-24
86,Sevilla,ESP,1,1626.52001953,1993-06-21,1993-07-24
87,Pescara,ITA,2,1626.3137207,1993-07-02,1993-07-24
88,Chelsea,ENG,1,1623.84680176,1993-06-21,1993-07-24
89,Caen,FRA,1,1621.76611328,1993-06-21,1993-07-24
90,Sporting,POR,1,1621.0201416,1993-06-21,1993-07-24
91,Austria Wien,AUT,1,1619.61767578,1993-06-21,1993-07-24
92,Crystal Palace,ENG,2,1618.51647949,1993-07-02,1993-07-24
93,Cosenza,ITA,2,1617.4342041,1993-06-21,1993-07-31
94,Besiktas,TUR,1,1614.56726074,1993-06-21,1993-08-02
95,Bilbao,ESP,1,1613.95422363,1993-06-21,1993-08-02
96,Dinamo Bucuresti,ROM,1,1613.30029297,1993-06-21,1993-08-02
97,Aberdeen,SCO,1,1611.0423584,1993-06-21,1993-08-02
98,Oldham,ENG,1,1608.17468262,1993-06-14,1993-07-24
99,Southampton,ENG,1,1608.05737305,1993-06-14,1993-07-24
100,Ancona,ITA,2,1607.68688965,1993-07-02,1993-07-24
None,Goeteborg,SWE,1,1606.5324707,1993-07-05,1993-08-02
None,Metz,FRA,1,1606.45617676,1993-06-10,1993-07-24
None,Bari,ITA,2,1606.43359375,1993-06-14,1993-08-15
None,Toulouse,FRA,1,1606.37121582,1993-06-03,1993-07-24
None,Le Havre,FRA,1,1604.20593262,1993-06-03,1993-07-24
None,Pisa,ITA,2,1601.09362793,1993-06-14,1993-08-29
None,Bochum,GER,2,1599.40002441,1993-07-02,1993-07-28
None,Zulte Waregem,BEL,1,1599.08105469,1993-05-17,1993-08-07
None,Celtic,SCO,1,1597.56176758,1993-05-16,1993-08-07
None,Sociedad,ESP,1,1596.44067383,1993-06-21,1993-09-05
None,Coventry,ENG,1,1596.0802002,1993-05-09,1993-08-14
None,Galatasaray,TUR,1,1593.71484375,1993-05-31,1993-08-28
None,Dinamo Zagreb,CRO,1,1591.77087402,1993-06-13,1993-08-19
None,Sigma Olomouc,CZE,1,1591.56811523,1993-07-01,1993-08-15
None,Olympiakos,GRE,1,1590.46447754,1993-06-07,1993-08-22
None,Osasuna,ESP,1,1588.97888184,1993-06-20,1993-09-05
None,Nuernberg,GER,1,1588.54260254,1993-06-06,1993-08-07
None,Cesena,ITA,2,1587.37866211,1993-06-14,1993-08-29
None,Wattenscheid,GER,1,1582.32385254,1993-06-06,1993-08-07
