Rank,Club,Country,Level,Elo,From,To
1,Juventus,ITA,1,1900.00939941,1997-06-02,1997-08-13
2,Bayern,GER,1,1870.39477539,1997-06-02,1997-08-02
3,Barcelona,ESP,1,1866.69177246,1997-06-23,1997-08-02
4,Dortmund,GER,1,1862.18408203,1997-06-16,1997-08-02
5,Monaco,FRA,1,1857.46777344,1997-06-16,1997-08-01
6,Inter,ITA,1,1835.33679199,1997-06-23,1997-08-13
7,Parma,ITA,1,1833.41455078,1997-06-23,1997-08-13
8,Real Madrid,ESP,1,1832.55444336,1997-06-23,1997-08-13
9,Porto,POR,1,1828.38354492,1997-06-16,1997-08-13
10,Lazio,ITA,1,1824.20629883,1997-06-02,1997-08-13
11,Sampdoria,ITA,1,1804.6628418,1997-06-02,1997-08-08
12,Leverkusen,GER,1,1802.49719238,1997-06-01,1997-08-01
13,Paris SG,FRA,1,1799.7800293,1997-06-01,1997-08-01
14,Man United,ENG,1,1796.84301758,1997-05-29,1997-08-01
15,Nantes,FRA,1,1795.72106934,1997-05-29,1997-08-01
16,Stuttgart,GER,1,1779.2154541,1997-06-02,1997-08-01
17,Udinese,ITA,1,1775.05297852,1997-06-02,1997-08-01
18,Milan,ITA,1,1766.36755371,1997-06-17,1997-08-05
19,Ajax,NED,1,1764.95251465,1997-06-17,1997-08-13
20,Depor,ESP,1,1763.73950195,1997-06-23,1997-08-13
21,Betis,ESP,1,1757.13037109,1997-06-24,1997-08-01
22,Auxerre,FRA,1,1756.89550781,1997-06-24,1997-08-01
23,PSV,NED,1,1750.59875488,1997-06-24,1997-08-01
24,Bordeaux,FRA,1,1750.08496094,1997-06-24,1997-08-01
25,Fiorentina,ITA,1,1747.08203125,1997-06-24,1997-08-01
26,Newcastle,ENG,1,1746.64880371,1997-06-24,1997-08-01
27,Karlsruhe,GER,1,1744.7010498,1997-06-24,1997-08-01
28,Schalke,GER,1,1742.77856445,1997-06-24,1997-08-01
29,Lyon,FRA,1,1741.4152832,1997-06-24,1997-08-02
30,Roma,ITA,1,1740.21972656,1997-06-24,1997-08-13
31,Atletico,ESP,1,1737.64099121,1997-06-24,1997-08-13
32,Gladbach,GER,1,1735.13208008,1997-06-01,1997-08-03
33,Metz,FRA,1,1732.90087891,1997-05-29,1997-08-02
34,Werder,GER,1,1731.33093262,1997-06-02,1997-08-02
35,Vicenza,ITA,1,1725.42297363,1997-06-02,1997-08-01
